Region|SoateRegion|Raion|SoateRaion7|Scm_Code|Scm_NewCode|NewName|Age|Total|men|women|visitTotal|VisitMen|VisitWomen|mhi
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3044|305861|ЦОВП ШАМАЛДЫСАЙ|55|108|48|60|54|16|30|62
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3044|305861|ЦОВП ШАМАЛДЫСАЙ|56|93|41|52|74|24|45|51
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3044|305861|ЦОВП ШАМАЛДЫСАЙ|57|98|45|53|97|35|61|52
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3044|305861|ЦОВП ШАМАЛДЫСАЙ|58|125|55|70|68|16|52|70
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3044|305861|ЦОВП ШАМАЛДЫСАЙ|59|118|48|70|92|35|58|73
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3044|305861|ЦОВП ШАМАЛДЫСАЙ|60|111|41|70|88|21|66|70
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3044|305861|ЦОВП ШАМАЛДЫСАЙ|61|88|35|53|85|41|44|57
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3044|305861|ЦОВП ШАМАЛДЫСАЙ|62|90|42|48|52|23|29|68
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3044|305861|ЦОВП ШАМАЛДЫСАЙ|63|86|39|47|85|31|54|72
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3044|305861|ЦОВП ШАМАЛДЫСАЙ|64|86|33|53|80|26|54|77
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3044|305861|ЦОВП ШАМАЛДЫСАЙ|65|80|34|46|55|13|43|70
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3044|305861|ЦОВП ШАМАЛДЫСАЙ|66|57|25|32|60|15|45|55
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3044|305861|ЦОВП ШАМАЛДЫСАЙ|67|66|28|38|57|19|37|63
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3044|305861|ЦОВП ШАМАЛДЫСАЙ|68|58|22|36|27|10|17|57
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3044|305861|ЦОВП ШАМАЛДЫСАЙ|69|55|24|31|49|23|26|55
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3044|305861|ЦОВП ШАМАЛДЫСАЙ|70|44|24|20|51|12|37|44
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3044|305861|ЦОВП ШАМАЛДЫСАЙ|71|33|14|19|23|4|19|32
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3044|305861|ЦОВП ШАМАЛДЫСАЙ|72|38|17|21|28|2|26|38
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3044|305861|ЦОВП ШАМАЛДЫСАЙ|73|19|7|12|7|2|5|19
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3044|305861|ЦОВП ШАМАЛДЫСАЙ|74|11|4|7|10|8|2|11
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3044|305861|ЦОВП ШАМАЛДЫСАЙ|75|25|15|10|13|6|7|25
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3044|305861|ЦОВП ШАМАЛДЫСАЙ|76|10|5|5|0|0|0|10
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3044|305861|ЦОВП ШАМАЛДЫСАЙ|77|8|2|6|12|11|1|8
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3044|305861|ЦОВП ШАМАЛДЫСАЙ|78|9|3|6|1|1|0|9
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3044|305861|ЦОВП ШАМАЛДЫСАЙ|79|5|2|3|6|2|4|5
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3044|305861|ЦОВП ШАМАЛДЫСАЙ|80|8|1|7|0|0|0|8
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3044|305861|ЦОВП ШАМАЛДЫСАЙ|81|9|6|3|12|3|9|9
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3044|305861|ЦОВП ШАМАЛДЫСАЙ|82|18|7|11|17|0|17|18
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3044|305861|ЦОВП ШАМАЛДЫСАЙ|83|9|2|7|15|0|15|9
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3044|305861|ЦОВП ШАМАЛДЫСАЙ|84|9|3|6|21|1|20|9
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3044|305861|ЦОВП ШАМАЛДЫСАЙ|85|7|3|4|9|6|3|7
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3044|305861|ЦОВП ШАМАЛДЫСАЙ|86|5|4|1|9|4|5|5
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3044|305861|ЦОВП ШАМАЛДЫСАЙ|87|7|3|4|9|4|5|7
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3044|305861|ЦОВП ШАМАЛДЫСАЙ|88|2|1|1|1|1|0|2
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3044|305861|ЦОВП ШАМАЛДЫСАЙ|89|2|1|1|4|4|0|2
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3044|305861|ЦОВП ШАМАЛДЫСАЙ|90|8|4|4|3|3|0|8
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3044|305861|ЦОВП ШАМАЛДЫСАЙ|92|2|1|1|0|0|0|2
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3044|305861|ЦОВП ШАМАЛДЫСАЙ|94|1|0|1|0|0|0|1
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3044|305861|ЦОВП ШАМАЛДЫСАЙ|95|2|0|2|0|0|0|2
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|0|530|276|254|3174|1816|1329|530
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|1|709|368|341|1457|781|668|709
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|2|694|373|321|1133|719|414|694
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|3|806|434|372|1030|534|492|806
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|4|1021|536|485|864|424|432|1021
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|5|718|359|359|1019|598|418|718
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|6|723|390|333|989|556|430|723
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|7|680|359|321|462|258|198|680
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|8|746|372|374|314|166|146|746
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|9|811|437|374|346|206|145|811
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|10|840|420|420|380|174|208|840
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|11|806|417|389|435|221|210|806
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|12|841|413|428|307|163|143|841
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|13|747|378|369|323|134|188|747
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|14|657|338|319|320|164|147|657
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|15|625|327|298|282|137|145|625
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|16|568|280|288|306|144|161|553
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|17|569|300|269|394|174|257|538
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|18|549|288|261|414|299|120|414
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|19|506|242|264|246|138|108|298
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|20|451|226|225|316|136|187|334
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|21|558|269|289|281|99|176|302
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|22|523|262|261|282|101|167|267
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|23|518|245|273|272|87|171|219
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|24|438|214|224|354|84|269|134
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|25|397|172|225|353|102|232|124
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|26|438|210|228|290|96|201|171
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|27|474|227|247|319|124|206|184
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|28|510|260|250|276|99|177|227
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|29|491|224|267|312|132|191|249
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|30|454|238|216|289|105|184|215
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|31|517|254|263|380|133|256|271
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|32|544|263|281|302|135|167|300
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|33|506|252|254|310|109|198|273
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|34|457|220|237|291|112|187|267
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|35|440|217|223|334|120|203|272
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|36|425|208|217|285|134|158|267
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|37|380|183|197|235|101|132|235
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|38|369|172|197|207|73|125|233
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|39|326|155|171|202|65|137|206
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|40|371|192|179|234|115|116|229
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|41|323|154|169|164|59|106|210
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|42|265|138|127|188|103|87|142
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|43|280|134|146|163|83|84|190
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|44|269|126|143|138|59|76|165
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|45|257|112|145|211|83|127|167
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|46|337|159|178|159|85|72|212
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|47|248|119|129|153|82|72|155
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|48|258|121|137|196|102|94|167
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|49|268|125|143|177|71|108|174
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|50|260|109|151|207|89|118|175
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|51|286|123|163|254|89|171|198
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|52|246|93|153|210|93|117|157
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|53|268|109|159|239|117|122|181
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|54|247|108|139|199|74|122|190
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|55|263|121|142|298|147|156|187
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|56|257|110|147|302|130|163|186
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|57|252|132|120|195|98|99|180
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|58|261|129|132|195|83|113|191
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|59|244|109|135|162|72|87|183
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|60|255|103|152|234|90|141|222
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|61|259|112|147|218|88|130|235
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|62|252|105|147|207|68|139|235
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|63|204|67|137|206|103|109|199
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|64|217|104|113|179|72|103|211
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|65|185|81|104|195|76|110|185
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|66|182|70|112|167|39|128|182
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|67|139|59|80|140|59|83|139
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|68|145|59|86|123|50|73|145
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|69|96|45|51|79|35|44|96
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|70|102|44|58|109|33|76|102
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|71|98|34|64|128|54|74|98
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|72|86|44|42|86|40|46|86
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|73|65|29|36|36|11|25|65
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|74|40|15|25|39|17|22|40
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|75|62|21|41|50|20|30|62
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|76|36|15|21|22|13|10|36
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|77|10|2|8|17|8|9|10
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|78|14|8|6|10|1|9|14
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|79|19|5|14|9|4|5|19
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|80|25|11|14|11|3|7|25
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|81|21|3|18|12|3|9|21
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|82|30|11|19|19|0|19|30
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|83|21|7|14|11|6|5|21
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|84|23|6|17|6|2|4|23
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|85|22|9|13|4|1|3|22
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|86|21|6|15|5|0|5|21
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|87|14|6|8|3|1|2|14
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|88|6|0|6|1|0|1|6
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|89|4|2|2|0|0|0|4
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|90|14|3|11|9|3|6|14
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|91|5|1|4|2|0|2|5
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|92|7|3|4|0|0|0|7
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|93|3|3|0|0|0|0|3
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|94|2|0|2|0|0|0|2
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|95|3|0|3|0|0|0|3
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|96|5|1|4|0|0|0|5
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|98|2|1|1|0|0|0|2
Джалал-Абадская область|4170300000000000|Таш-Кумырский горкенеш|41703420000000000|3733|341881|ЦСМ ТАШ-КУМЫРСКИЙ|99|1|0|1|0|0|0|1
Джалал-Абадская область|4170300000000000|Тогуз-Тороуский район|41703223000000000|3030|305721|ЦОВП ТОГУЗТОРОУСКИЙ|0|376|183|193|1275|672|583|376
Джалал-Абадская область|4170300000000000|Тогуз-Тороуский район|41703223000000000|3030|305721|ЦОВП ТОГУЗТОРОУСКИЙ|1|470|246|224|572|295|274|470
Джалал-Абадская область|4170300000000000|Тогуз-Тороуский район|41703223000000000|3030|305721|ЦОВП ТОГУЗТОРОУСКИЙ|2|452|248|204|626|332|278|452
Джалал-Абадская область|4170300000000000|Тогуз-Тороуский район|41703223000000000|3030|305721|ЦОВП ТОГУЗТОРОУСКИЙ|3|505|231|274|352|157|186|505
Джалал-Абадская область|4170300000000000|Тогуз-Тороуский район|41703223000000000|3030|305721|ЦОВП ТОГУЗТОРОУСКИЙ|4|480|238|242|308|148|155|480
Джалал-Абадская область|4170300000000000|Тогуз-Тороуский район|41703223000000000|3030|305721|ЦОВП ТОГУЗТОРОУСКИЙ|5|443|233|210|516|255|251|443
Джалал-Абадская область|4170300000000000|Тогуз-Тороуский район|41703223000000000|3030|305721|ЦОВП ТОГУЗТОРОУСКИЙ|6|517|252|265|831|438|393|516
Джалал-Абадская область|4170300000000000|Тогуз-Тороуский район|41703223000000000|3030|305721|ЦОВП ТОГУЗТОРОУСКИЙ|7|507|257|250|279|132|146|507
Джалал-Абадская область|4170300000000000|Тогуз-Тороуский район|41703223000000000|3030|305721|ЦОВП ТОГУЗТОРОУСКИЙ|8|534|265|269|340|166|173|534
Джалал-Абадская область|4170300000000000|Тогуз-Тороуский район|41703223000000000|3030|305721|ЦОВП ТОГУЗТОРОУСКИЙ|9|522|256|266|325|173|157|522
Джалал-Абадская область|4170300000000000|Тогуз-Тороуский район|41703223000000000|3030|305721|ЦОВП ТОГУЗТОРОУСКИЙ|10|494|243|251|320|149|171|494
Джалал-Абадская область|4170300000000000|Тогуз-Тороуский район|41703223000000000|3030|305721|ЦОВП ТОГУЗТОРОУСКИЙ|11|506|256|250|383|191|194|506
Джалал-Абадская область|4170300000000000|Тогуз-Тороуский район|41703223000000000|3030|305721|ЦОВП ТОГУЗТОРОУСКИЙ|12|493|244|249|355|177|181|493
Джалал-Абадская область|4170300000000000|Тогуз-Тороуский район|41703223000000000|3030|305721|ЦОВП ТОГУЗТОРОУСКИЙ|13|479|241|238|428|211|219|479
Джалал-Абадская область|4170300000000000|Тогуз-Тороуский район|41703223000000000|3030|305721|ЦОВП ТОГУЗТОРОУСКИЙ|14|428|229|199|419|228|193|428
Джалал-Абадская область|4170300000000000|Тогуз-Тороуский район|41703223000000000|3030|305721|ЦОВП ТОГУЗТОРОУСКИЙ|15|409|226|183|639|460|183|409
Джалал-Абадская область|4170300000000000|Тогуз-Тороуский район|41703223000000000|3030|305721|ЦОВП ТОГУЗТОРОУСКИЙ|16|421|202|219|355|161|204|417
Джалал-Абадская область|4170300000000000|Тогуз-Тороуский район|41703223000000000|3030|305721|ЦОВП ТОГУЗТОРОУСКИЙ|17|405|213|192|428|253|209|389
Джалал-Абадская область|4170300000000000|Тогуз-Тороуский район|41703223000000000|3030|305721|ЦОВП ТОГУЗТОРОУСКИЙ|18|377|187|190|364|259|124|319
Джалал-Абадская область|4170300000000000|Тогуз-Тороуский район|41703223000000000|3030|305721|ЦОВП ТОГУЗТОРОУСКИЙ|19|365|204|161|204|141|66|250
Джалал-Абадская область|4170300000000000|Тогуз-Тороуский район|41703223000000000|3030|305721|ЦОВП ТОГУЗТОРОУСКИЙ|20|360|193|167|225|113|106|132
Джалал-Абадская область|4170300000000000|Тогуз-Тороуский район|41703223000000000|3030|305721|ЦОВП ТОГУЗТОРОУСКИЙ|21|335|178|157|189|101|100|85
Джалал-Абадская область|4170300000000000|Тогуз-Тороуский район|41703223000000000|3030|305721|ЦОВП ТОГУЗТОРОУСКИЙ|22|351|218|133|192|89|99|75
